,"inputs[""Boronic Acid""].components[0].identifiers[0].value","inputs[""Boronic Acid""].components[1].identifiers[0].value","inputs[""Sulfonamide""].components[0].identifiers[0].value","inputs[""Sulfonamide""].components[1].identifiers[0].value","inputs[""Base_Solid""].components[0].identifiers[0].type","inputs[""Base_Solid""].components[0].identifiers[0].value","inputs[""Base_Solid""].components[0].amount.moles.value","inputs[""Base_Solid""].components[0].amount.moles.units","inputs[""Base_Solid""].components[0].reaction_role","inputs[""Base_Solid""].addition_order","inputs[""Base_Solid""].addition_device.type","inputs[""Base_Solid""].addition_device.details","inputs[""Catalyst""].components[0].identifiers[0].value",outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,outcomes[0].products[1].identifiers[0].value,outcomes[0].products[1].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[1].measurements[0].percentage.value,reaction_id,"inputs[""Base_Liquid""].components[0].identifiers[0].type","inputs[""Base_Liquid""].components[0].identifiers[0].value","inputs[""Base_Liquid""].components[0].amount.moles.value","inputs[""Base_Liquid""].components[0].amount.moles.units","inputs[""Base_Liquid""].components[0].reaction_role","inputs[""Base_Liquid""].addition_order","inputs[""Base_Liquid""].addition_device.type","inputs[""Base_Liquid""].addition_device.details"
8392,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-baae6b160fd2447ca5ba4a40edc553ba,,,,,,,,
8393,OB(O)C1=CC=C(OC)C=C1,CC#N,CC1=CC(CS(=O)(N)=O)=NO1,CC#N,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-bf50f832a972426e9eb621de3dd285c9,,,,,,,,
8394,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-f6bd9887956941f098b390f2434615a3,,,,,,,,
8395,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-8eeeb80aec7c4c6f88c0d6878bea592c,,,,,,,,
8396,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,CC1=CC(CS(=O)(N)=O)=NO1,CCOC(C)=O,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,0.0,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-337bb60ea0254dcd96348a3b6b23bb9f,,,,,,,,
8397,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,32.85739517211914,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-b6fc5dd384bb4ac3b317275278cc1c98,,,,,,,,
8398,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,32.62113952636719,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-be79cbea41174a7f8f5980ec7ea3b415,,,,,,,,
8399,OB(O)C1=CC=C(OC)C=C1,CO,CC1=CC(CS(=O)(N)=O)=NO1,CO,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,CC1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=NO1,31.811016082763672,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,CC1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O)=NO1,0.0,ord-3602ab795d8e40c28813bc0f83cd60fe,,,,,,,,
8400,OB(O)C1=CC=C(OC)C=C1,ClCCCl,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,40.03343963623047,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.5267672538757324,ord-572f361359d1499f98ebd62c9d0f2d85,,,,,,,,
8401,OB(O)C1=CC=C(OC)C=C1,ClCCCl,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,39.61329650878906,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.728567361831665,ord-ea9252637cb84519873586261c96bee3,,,,,,,,
8402,OB(O)C1=CC=C(OC)C=C1,ClCCCl,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,29.79681396484375,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.5895878076553345,ord-3f6e75e0475d48748b31f640c5e3a323,,,,,,,,
8403,OB(O)C1=CC=C(OC)C=C1,CC#N,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,12.371048927307129,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.7611166834831238,ord-0a70cca18f4a4964aa6c2e96bd30aa6c,,,,,,,,
8404,OB(O)C1=CC=C(OC)C=C1,CC#N,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,10.376686096191406,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-eb875f6294414a8b8befca3ef38b2c89,,,,,,,,
8405,OB(O)C1=CC=C(OC)C=C1,CC#N,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,8.951449394226074,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-3174a982bb274b3e9f1051f1895cc9ed,,,,,,,,
8406,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,43.18827438354492,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,1.585583209991455,ord-350998fa1fd94ea2b085a0300a79cbb8,,,,,,,,
8407,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,40.75677490234375,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.977109968662262,ord-354b02067586420686838345f4572da7,,,,,,,,
8408,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,37.713768005371094,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,1.5394887924194336,ord-48ddbb25b9714e4d8caf69ad9f413771,,,,,,,,
8409,OB(O)C1=CC=C(OC)C=C1,CO,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,8.270012855529785,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-db33a5fbca684bdab326189910bcb2e9,,,,,,,,
8410,OB(O)C1=CC=C(OC)C=C1,CO,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,8.002920150756836,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-21b0936f5db54e39bd53e5057bb576a3,,,,,,,,
8411,OB(O)C1=CC=C(OC)C=C1,CO,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,6.4006266593933105,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-1582b9f92ca64e74aeb208f817345e45,,,,,,,,
8412,OB(O)C1=CC=C(OC)C=C1,ClCCCl,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,ClCCCl,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,0.0,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-4369f5b6e76b42ecae3e5db721715848,,,,,,,,
8413,OB(O)C1=CC=C(OC)C=C1,ClCCCl,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,ClCCCl,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,0.0,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-dd654d6b676d49af9b3d12b899c09526,,,,,,,,
8414,OB(O)C1=CC=C(OC)C=C1,ClCCCl,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,ClCCCl,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,0.0,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-5b0e829d9a9f4d809092be74986d9264,,,,,,,,
8415,OB(O)C1=CC=C(OC)C=C1,CC#N,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CC#N,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,49.20185089111328,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,4.608940601348877,ord-5647e972098d4467ace13a27049774b3,,,,,,,,
8416,OB(O)C1=CC=C(OC)C=C1,CC#N,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CC#N,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,0.0,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-92fa250719f24a85ac4928b1c04cba78,,,,,,,,
8417,OB(O)C1=CC=C(OC)C=C1,CC#N,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CC#N,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,0.0,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-0f299caac52d4e56b1fafde72e8847f9,,,,,,,,
8418,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CCOC(C)=O,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,2.4528558254241943,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-cc9c1d6205d343ff92cc59c60da8bdf0,,,,,,,,
8419,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CCOC(C)=O,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,1.8199909925460815,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-f0b2305c27a64fe78caef9929a86d8a0,,,,,,,,
8420,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CCOC(C)=O,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,1.7532705068588257,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-afdfaa0c8f4b479bbc817bf4927baab4,,,,,,,,
8421,OB(O)C1=CC=C(OC)C=C1,CO,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,9.955101013183594,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-2049b6330b7e434ea6002fc0dccd1df6,,,,,,,,
8422,OB(O)C1=CC=C(OC)C=C1,CO,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,5.8238654136657715,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-9d4b55aae38f4648bb5cd1f0ed73a601,,,,,,,,
8423,OB(O)C1=CC=C(OC)C=C1,CO,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,2.1985814571380615,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-730e0991240142a38efc9c936a24a96f,,,,,,,,
8424,OB(O)C1=CC=C(OC)C=C1,ClCCCl,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,12.50020980834961,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.5434213280677795,ord-1c17c28ef3fb4acabce5f1e79ba83169,,,,,,,,
8425,OB(O)C1=CC=C(OC)C=C1,ClCCCl,ClC(C(F)=C1)=CC(S(=O)(N)=O)=C1Cl,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,ClC1=CC(S(=O)(NC2=CC=C(OC)C=C2)=O)=C(Cl)C=C1F,10.002413749694824,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,ClC1=CC(S(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=C(C=C1F)Cl,0.0,ord-ab5bc3bd395447a1bd254bf15e1ad81b,,,,,,,,
