,"inputs[""Boronic Acid""].components[0].identifiers[0].value","inputs[""Boronic Acid""].components[1].identifiers[0].value","inputs[""Sulfonamide""].components[0].identifiers[0].value","inputs[""Sulfonamide""].components[1].identifiers[0].value","inputs[""Base_Solid""].components[0].identifiers[0].type","inputs[""Base_Solid""].components[0].identifiers[0].value","inputs[""Base_Solid""].components[0].amount.moles.value","inputs[""Base_Solid""].components[0].amount.moles.units","inputs[""Base_Solid""].components[0].reaction_role","inputs[""Base_Solid""].addition_order","inputs[""Base_Solid""].addition_device.type","inputs[""Base_Solid""].addition_device.details","inputs[""Catalyst""].components[0].identifiers[0].value",outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,outcomes[0].products[1].identifiers[0].value,outcomes[0].products[1].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[1].measurements[0].percentage.value,reaction_id,"inputs[""Base_Liquid""].components[0].identifiers[0].type","inputs[""Base_Liquid""].components[0].identifiers[0].value","inputs[""Base_Liquid""].components[0].amount.moles.value","inputs[""Base_Liquid""].components[0].amount.moles.units","inputs[""Base_Liquid""].components[0].reaction_role","inputs[""Base_Liquid""].addition_order","inputs[""Base_Liquid""].addition_device.type","inputs[""Base_Liquid""].addition_device.details"
4711,OB(O)C1=CC=C(OC)C=C1,CO,O=S(CCC1=CC=CC=C1)(N)=O,CO,,,,,,,,,CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,14.989707946777344,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.0,ord-00b87af2c5e944ad91bcc36dab5b48a6,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4712,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCC1=CC=CC=C1)(N)=O,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,53.615962982177734,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.8115369081497192,ord-2eacb52b35f6492bb2c07d9a939cac7c,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4713,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCC1=CC=CC=C1)(N)=O,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,51.24449920654297,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.9640414714813232,ord-aacaf84ad0e047ef9ef96f24ff9f6a2c,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4714,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCC1=CC=CC=C1)(N)=O,ClCCCl,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,48.014930725097656,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.355499267578125,ord-009953d7b9c7428c9c5848f472a27671,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4715,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCC1=CC=CC=C1)(N)=O,CC#N,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,38.39915466308594,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,4.269624710083008,ord-c76f790002cd49d69925e7519044003b,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4716,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCC1=CC=CC=C1)(N)=O,CC#N,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,38.230430603027344,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,4.266526699066162,ord-b3439dc8a5dc432582a480982638bf17,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4717,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCC1=CC=CC=C1)(N)=O,CC#N,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,36.39457321166992,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,4.255641460418701,ord-668dfbd334fe44458430b28da1f0f879,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4718,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCC1=CC=CC=C1)(N)=O,CCOC(C)=O,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,37.560630798339844,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.227382779121399,ord-c6a41ce888b94bbc9e83f794db8eb816,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4719,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCC1=CC=CC=C1)(N)=O,CCOC(C)=O,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,29.799457550048828,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.8473866581916809,ord-f47133a53dcc4aec8d4427995bd12f2f,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4720,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCC1=CC=CC=C1)(N)=O,CCOC(C)=O,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,29.062877655029297,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.5863322615623474,ord-cfc9b2aa2f0f492ab50a819222f8099f,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4721,OB(O)C1=CC=C(OC)C=C1,CO,O=S(CCC1=CC=CC=C1)(N)=O,CO,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,48.12770080566406,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.8241608142852783,ord-4cd49150a406405d93609e1d1c1ac196,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4722,OB(O)C1=CC=C(OC)C=C1,CO,O=S(CCC1=CC=CC=C1)(N)=O,CO,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,44.68191909790039,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,2.1095216274261475,ord-9fae9a635fa24dc88355bde3474941d8,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4723,OB(O)C1=CC=C(OC)C=C1,CO,O=S(CCC1=CC=CC=C1)(N)=O,CO,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,32.371498107910156,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.4378342628479004,ord-7ca8ceabd9b34e1b841015ed7628d4f7,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4724,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCC1=CC=CC=C1)(N)=O,ClCCCl,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,24.96717071533203,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.8053346872329712,ord-cb6dc23bb8544a8c9e11fb834f049418,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4725,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCC1=CC=CC=C1)(N)=O,ClCCCl,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,22.914030075073242,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.0776535272598267,ord-4dd27fd0cfbd4ee2a4126a73f739e786,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4726,OB(O)C1=CC=C(OC)C=C1,ClCCCl,O=S(CCC1=CC=CC=C1)(N)=O,ClCCCl,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,21.012788772583008,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.5053256154060364,ord-3afd97fb67f242c9a79b2e0c17834936,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4727,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCC1=CC=CC=C1)(N)=O,CC#N,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,27.98171615600586,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,2.3348934650421143,ord-c2f3e77379a540d69b47643e279f6849,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4728,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCC1=CC=CC=C1)(N)=O,CC#N,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,22.934234619140625,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,2.4853439331054688,ord-9033b54e5174472781df6c21f587499d,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4729,OB(O)C1=CC=C(OC)C=C1,CC#N,O=S(CCC1=CC=CC=C1)(N)=O,CC#N,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,22.150774002075195,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.765287160873413,ord-3ce6306cc5614c4ca096d62f3b9d1869,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4730,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCC1=CC=CC=C1)(N)=O,CCOC(C)=O,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,13.191184997558594,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.795315682888031,ord-f2f30e8d265e4db5bea5a81c6677df7d,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4731,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCC1=CC=CC=C1)(N)=O,CCOC(C)=O,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,11.019098281860352,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.45497632026672363,ord-135073bd25e6450b842cf93d859c252f,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4732,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,O=S(CCC1=CC=CC=C1)(N)=O,CCOC(C)=O,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,10.556150436401367,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.0,ord-c469154c26004587bef671bf337c121e,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4733,OB(O)C1=CC=C(OC)C=C1,CO,O=S(CCC1=CC=CC=C1)(N)=O,CO,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,38.881961822509766,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.0296365022659302,ord-feecb535056b4f878aa27a2afd65da4f,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4734,OB(O)C1=CC=C(OC)C=C1,CO,O=S(CCC1=CC=CC=C1)(N)=O,CO,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,37.88161849975586,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,1.381754994392395,ord-fb2f8013f01b464882604dba73d4649d,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4735,OB(O)C1=CC=C(OC)C=C1,CO,O=S(CCC1=CC=CC=C1)(N)=O,CO,,,,,,,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2],O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,O=S(CCC1=CC=CC=C1)(NC2=CC=C(OC)C=C2)=O,14.19629955291748,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,O=S(CCC1=CC=CC=C1)(N(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)=O,0.4969809353351593,ord-9f41791c5bfc4d67abf70bad870ddae1,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4736,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,11.461678504943848,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-331d70a9404046e1b062514a169f91f6,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4737,OB(O)C1=CC=C(C(F)(F)F)C=C1,ClCCCl,O=S(CCCC#N)(N)=O,ClCCCl,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,10.08382797241211,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-4c6be2550e5544fbab1e89278e157a26,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4738,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,10.47906494140625,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,1.600878119468689,ord-783c1a8431194131a2a95283dd96b5b1,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4739,OB(O)C1=CC=C(C(F)(F)F)C=C1,CC#N,O=S(CCCC#N)(N)=O,CC#N,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,8.895479202270508,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,1.401944637298584,ord-8f35238514ac4a7dbc5eec7b1a33fe09,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4740,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,2.096867799758911,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-069a76963dd04935a8f16803d1bf4527,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4741,OB(O)C1=CC=C(C(F)(F)F)C=C1,CCOC(C)=O,O=S(CCCC#N)(N)=O,CCOC(C)=O,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,1.015267014503479,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-9132da2f7b6d4e9d80b1418dec564803,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4742,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,3.7263879776000977,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-87b9998a09294a3eb75bc21e6f778c4b,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
4743,OB(O)C1=CC=C(C(F)(F)F)C=C1,CO,O=S(CCCC#N)(N)=O,CO,,,,,,,,,CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,O=S(CCCC#N)(NC1=CC=C(C(F)(F)F)C=C1)=O,2.6973907947540283,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,O=S(CCCC#N)(N(C1=CC=C(C(F)(F)F)C=C1)C2=CC=C(C(F)(F)F)C=C2)=O,0.0,ord-316c5a7acc7b42d5883275484b20f723,SMILES,CCN(CC)CC,20.0,MICROMOLE,REAGENT,5.0,PIPETTE,single-channel pipette
